,Unnamed: 0,Invoice ID,Name,Order Date,State,City,Categories,Subcategories,Ratings,Quantity,MRP,Final Price,GST%%,City_Tier,Discount%,Delivery Fee%,Brand,Sale,Covid
0,0,OD103719706054443200,G3M1R1,23-08-2015 00:00,Delhi,New Delhi,Home & Kitchen,Kitchen Appliances,4.1,1,1370.33,1545,18%,Tier_1,0,13,Nova,No,No
1,1,OD106420064045076000,G3M1R1,07-01-2016 00:00,Delhi,New Delhi,Health & Personal Care Appliances,Health Care,4.3,1,1164.76,1260,5%,Tier_1,0,9,Omron,No,No
2,2,OD106420064045076001,G3M1R1,07-01-2016 00:00,Delhi,New Delhi,Clothing and Accessories,Books,4.5,1,596.67,730,5%,Tier_1,0,23,Johnson,No,No
3,3,OD109711988579254000,G3M1R2,17-07-2017 00:00,Delhi,New Delhi,Exercise & Fitness,Fitness Accessories,4.3,1,199,199,18%,Tier_1,0,0,HAANS,No,No
4,4,OD109711988579254000,G3M1R2,18-07-2017 00:00,Delhi,New Delhi,Health Care,Health Supplements,4.1,1,4162,4162,28%,Tier_1,0,0,Muscletech,No,No
5,5,OD110363877142631000,G3M1R3,30-09-2017 00:00,Delhi,New Delhi,Home Decor,Wall Decor Items,3.5,1,209,209,12%,Tier_1,0,0,Bexton,No,No
6,6,OD110510509516810000,G3M1R3,17-10-2017 00:00,Delhi,New Delhi,Exercise & Fitness,Yoga,4.7,1,696,626,28%,Tier_1,11,0,Proline,No,No
7,7,OD111300821397536000,G3M1R2,17-01-2018 00:00,Delhi,New Delhi,Pens & Stationery,Pens & Stationery,4.4,2,270,270,12%,Tier_1,0,0,Pilot,No,No
8,8,OD113599228081604000,G3M1R2,13-10-2018 00:00,Delhi,New Delhi,Home Entertainment,Televisions,4.4,1,20999,20999,28%,Tier_1,0,0,Mi,No,No
9,9,OD115235130186750000,G3M1R2,17-04-2019 00:00,Delhi,New Delhi,Mobiles & Accessories,Mobiles,3.7,1,20999,20999,12%,Tier_1,0,0,POCO,Yes,No
10,10,OD116655289030474000,G3M1R1,29-09-2019 00:00,Delhi,New Delhi,Clothing and Accessories,Topwear,4.2,1,499,499,5%,Tier_1,0,0,Sassafras,No,No
11,11,OD117224497390037000,G3M1R1,12-03-2019 00:00,Delhi,New Delhi,Clothing and Accessories,Topwear,4.2,1,376,376,0%,Tier_1,0,0,Ap'pulse,Yes,No
12,12,OD117342814747169000,G3M1R2,17-12-2019 00:00,Delhi,New Delhi,Audio & Video,Headphones,4.3,1,3999,3999,18%,Tier_1,0,0,Realme,No,No
13,13,OD117436954229110000,G3M1R4,28-12-2019 00:00,Karnataka,Bengaluru,Food Products,Food Products,4.4,25,2879.78,2248.78,5%,Tier_1,22,0,HOUSEHOLD,No,No
14,14,OD117698992229130000,G3M1R4,27-01-2020 00:00,Karnataka,Bengaluru,Food Products,Food Products,4.4,22,1670,1288,5%,Tier_1,23,0,HOUSEHOLD,No,No
15,15,OD118951354305143000,G3M1R1,20-06-2020 00:00,Delhi,New Delhi,Home Furnishing,Cushions & Pillows,3.5,1,359,341,18%,Tier_1,6,0,Recron,No,1st Wave
16,16,OD119655556725610000,G3M1R5,09-10-2020 00:00,Delhi,New Delhi,Mobiles & Accessories,Mobile Accessories,4.3,1,149,189,28%,Tier_1,0,27,Mitzvah,No,1st Wave
17,17,OD119673972444216000,G3M1R6,09-12-2020 00:00,West Bengal,Ranghbaghi,Books,Books,4.5,1,247,247,0%,Tier 3,0,0,Books,No,No
18,18,OD119738522633432000,G3M1R5,20-09-2020 00:00,Delhi,New Delhi,Audio & Video,Headphones,3.9,1,325,350,18%,Tier_1,5,13,hilips,Yes,1st Wave
19,19,OD120136831585343000,G3M1R6,11-05-2020 00:00,West Bengal,Ranghbaghi,Mobiles & Accessories,Mobiles,4.4,1,12999,12999,18%,Tier 3,0,0,POCO,No,1st Wave
20,20,OD120335361868638000,G3M1R6,27-11-2020 00:00,West Bengal,Ranghbaghi,Mobiles & Accessories,Mobile Accessories,4.1,1,119,167,28%,Tier 3,0,41,CHVTS,No,No
21,21,OD120410860354442000,G3M1R6,12-06-2020 00:00,West Bengal,Bidhan Nagar,Toys and Games,Soft Toys,4.2,1,699,699,12%,Tier 3,0,0,FamilyStore,No,1st Wave
22,22, OD120558265400507000,G3M1R4,23-12-2020 00:00,Karnataka,Bengaluru,Furniture,Chairs,4.4,1,14578,14578,18%,Tier_1,0,0,Featherlite,No,No
23,23,OD121117394968508000,G3M1R4,26-02-2021 00:00,Karnataka,Bengaluru,Books,Books,4.6,1,699,704,0%,Tier_1,4,5,Human,No,No
24,24,OD121276403113883000,G3M1R7,16-03-2021 00:00,Haryana,Gurugram,Clothing and Accessories,"Kurtas, Ethnic Sets and Bottoms",3.1,1,1499,1499,12%,Tier_2,0,0,7TH,No,No
25,25,OD121317919935084000,G3M1R7,21-03-2021 00:00,Haryana,Gurugram,Clothing and Accessories,Dresses and Gowns,4,1,731,761,5%,Tier_2,0,5,Shree,No,2nd Wave
26,26,OD121487298189347000,G3M1R7,04-10-2021 00:00,Haryana,Gurugram,Clothing and Accessories,"Kurtas, Ethnic Sets and Bottoms",3.7,1,799,844,5%,Tier_2,0,6,RAGHUADS,No,No
27,27,OD121576923047407000,G3M1R7,20-04-2021 00:00,Haryana,Gurugram,Home Furnishing,Bed Linen & Blankets,3.5,1,369,369,5%,Tier_2,0,0,Luxury,No,2nd Wave
28,28,OD121582192598244000,G3M1R7,21-04-2021 00:00,Haryana,Gurugram,Clothing and Accessories,"Kurtas, Ethnic Sets and Bottoms",4.3,1,479,479,5%,Tier_2,0,0,Skc,No,2nd Wave
29,29,OD121644973790674000,G3M1R7,28-04-2021 00:00,Haryana,Gurugram,Beauty and Grooming,Hair Care and Accessory,4.1,1,449,511,18%,Tier_2,0,14,MamaEarth,No,2nd Wave
30,30,OD121644973790674000,G3M1R7,28-04-2021 00:00,West Bengal,Ranghbaghi,Beauty and Grooming,Hair Care and Accessory,4.1,1,449,511,18%,Tier 3,0,14,MamaEarth,No,2nd Wave
31,31,OD121656434350788000,G3M1R4,29-04-2021 00:00,Karnataka,Bengaluru,Furniture,Tables,4.7,1,4299,4299,18%,Tier_1,0,0,InnoFur,No,2nd Wave
32,32,OD121669935248437000,G3M1R4,05-01-2021 00:00,Karnataka,Bengaluru,Food Products,Food Products,4.4,16,1582,1380,5%,Tier_1,13,0,HOUSEHOLD,No,No
33,33,OD121759907465155000,G3M1R4,05-11-2020 00:00,Karnataka,Bengaluru,Food Products,"Dry Fruit, Nut & Seed",4.3,1,429,397,0%,Tier_1,8,0,Happilo,No,No
34,34,OD121773991222602000,G3M1R3,13-05-2021 00:00,Delhi,New Delhi,"Kitchen, Cookware & Serveware",Cookware,3.8,1,355,395,12%,Tier_1,0,12,Expressionss,No,2nd Wave
35,35,OD121774030011481000,G3M1R3,13-05-2021 00:00,Delhi,New Delhi,Audio & Video,Headphones,4.3,1,379,379,18%,Tier_1,0,0,boAt,No,2nd Wave
36,36,OD121798994913779000,G3M1R7,16-05-2021 00:00,Haryana,Gurugram,"Kitchen, Cookware & Serveware","Knives, Choppers & Cutters",4.2,1,451,1,0%,Tier_2,100,0,Ganesh,No,2nd Wave
37,37,OD121850888257304000,G3M1R6,22-05-2021 00:00,West Bengal,Ranghbaghi,Beauty and Grooming,Body & Face Skin Care,4.5,1,149,149,18%,Tier 3,0,0,Garnier,No,2nd Wave
38,38,OD121850888257304000,G3M1R6,22-05-2021 00:00,West Bengal,Ranghbaghi,Beauty and Grooming,Body & Face Skin Care,4.4,1,203,192,18%,Tier 3,6,0,HIMALAYA,No,2nd Wave
39,39,OD121890315111717000,G3M1R3,26-05-2021 00:00,Delhi,New Delhi,"Kitchen, Cookware & Serveware",Cookware,4.2,1,399,399,12%,Tier_1,0,0,Trandx,No,2nd Wave
40,40,OD121907167346845000,G3M1R6,28-05-2021 00:00,West Bengal,Ranghbaghi,Audio & Video,Headphones,3.6,1,1399,1399,18%,Tier 3,0,0,boAt,No,2nd Wave
41,41,OD122545810765860000,G3M1R5,08-10-2021 00:00,Uttar Pradesh,Kanpur,Exercise & Fitness,Fitness Accessories,4.3,1,119,119,18%,Tier_2,0,0,FITKIT,No,No
42,42,OD122685217121401000,G3M1R5,26-08-2021 00:00,Uttar Pradesh,Kanpur,Audio & Video,Headphones,4.3,1,349,389,18%,Tier_2,0,12,boAt,No,No
43,43,OD122813833232914000,G3M1R5,09-10-2021 00:00,Uttar Pradesh,Kanpur,Health Care,Health Supplements,4.2,1,1399,1399,18%,Tier_2,0,0,MUSCLEBLAZE,No,No
44,44,OD122875819110041000,G3M1R5,17-09-2021 00:00,Uttar Pradesh,Kanpur,Health Care,Health Supplements,4.2,1,1399,1399,18%,Tier_2,0,0,MUSCLEBLAZE,No,No
45,45,OD122909067679224000,G3M1R5,21-09-2021 00:00,Uttar Pradesh,Kanpur,Health Care,Health Supplements,4.2,1,1399,1399,18%,Tier_2,0,0,MUSCLEBLAZE,No,No
46,46,OD122970892762485000,G3M1R5,28-09-2021 00:00,Uttar Pradesh,Kanpur,Health Care,Health Supplements,4.2,1,1499,1499,18%,Tier_2,0,0,MUSCLEBLAZE,No,No
47,47,OD204062315291424000,G3M1R1,10-02-2015 00:00,Delhi,New Delhi,Clothing and Accessories,Books,4.5,1,779,779,5%,Tier_1,0,0,Johnson,No,No
48,48,OD211452501378088000,G3M1R4,02-03-2018 00:00,Karnataka,Bengaluru,Toys and Games,Indoor Games,4.6,1,764,764,12%,Tier_1,0,0,Funskool,No,No
49,49,OD221992334674215000,G3M1R7,06-07-2021 00:00,Haryana,Gurugram,Clothing and Accessories,Bottomwear,4.6,1,349,349,5%,Tier_2,0,0,Epoxy,No,No
50,50,OD222016459417811000,G3M1R7,06-10-2021 00:00,Haryana,Gurugram,Jewellery,Artificial Jewellery,4,1,169,169,0%,Tier_2,0,0,NAKSHATRA,No,No
51,51,OD222088745433449000,G3M1R7,18-06-2021 00:00,Haryana,Gurugram,Health Care,Home Medical Supplies,3.9,1,299,299,5%,Tier_2,0,0,Nea,No,No
52,52,OD222175582191529000,G3M1R7,28-06-2021 00:00,Haryana,Gurugram,Clothing and Accessories,Topwear,4.1,1,364,363,5%,Tier_2,12,11,Roden,Yes,No
53,53,OD222208202388419000,G3M1R7,07-02-2021 00:00,Haryana,Gurugram,Clothing and Accessories,Topwear,4,1,307,326,5%,Tier_2,7,14,Roden,Yes,No
54,54,OD222294511046956000,G3M1R7,07-12-2020 00:00,Haryana,Gurugram,Home Furnishing,Bed Linen & Blankets,3.9,1,272,272,5%,Tier_2,0,0,zabolon,No,No
55,55,OD222380158110050000,G3M1R7,22-07-2021 00:00,Haryana,Gurugram,Health Care,Home Medical Supplies,4,1,164,164,18%,Tier_2,0,0,Aryshaa,No,No
56,56,OD222546805641621000,G3M1R7,08-10-2021 00:00,Haryana,Gurugram,Beauty and Grooming,Body & Face Skin Care,4.1,1,118,160,18%,Tier_2,0,36,ShopiMoz,No,No
57,57,OD222650859437555000,G3M1R7,22-08-2021 00:00,Haryana,Gurugram,Health Care,Professional medical supplies,4.3,1,249,249,5%,Tier_2,0,0,3W,No,No
58,58,OD222699937076959000,G3M1R8,28-08-2021 00:00,West Bengal,Kolkata,Health Care,Professional medical supplies,3.9,1,199,199,5%,Tier_1,0,0,Sugero,No,No
59,59,OD222699947484464000,G3M1R8,29-08-2021 00:00,West Bengal,Kolkata,Food Products,Food Products,4.4,10,1565,922,5%,Tier_1,42,0,HOUSEHOLD,No,No
60,60,OD222718743081617000,G3M1R8,30-08-2021 00:00,West Bengal,Kolkata,Health Care,Professional medical supplies,3.9,1,199,199,5%,Tier_1,0,0,Sugero,No,No
61,61,OD222797072279067000,G3M1R7,09-08-2021 00:00,Haryana,Gurugram,Food Products,Tea Powder,4.4,1,156,156,5%,Tier_2,0,0,Lipton,Yes,No
62,62,OD222797083943245000,G3M1R7,09-08-2021 00:00,Haryana,Gurugram,Food Products,Food Spreads,4.5,1,293,293,12%,Tier_2,0,0,MYFITNESS,Yes,No
63,63,OD222970591396236000,G3M1R8,09-08-2021 00:00,West Bengal,Kolkata,Food Products,Food Products,4.4,13,2725,1754,0%,Tier_1,36,0,HOUSEHOLD,Yes,No
64,64,OD222972947918934000,G3M1R7,29-09-2021 00:00,Haryana,Gurugram,Clothing and Accessories,"Kurtas, Ethnic Sets and Bottoms",4.3,1,566,566,5%,Tier_2,0,0,jayleen,No,No
65,65,OD222977741348042000,G3M1R7,29-09-2021 00:00,Haryana,Gurugram,Exercise & Fitness,Fitness Accessories,3.3,1,199,232,5%,Tier_2,0,17,SKYFIT,No,No
66,66,OD222982317911473000,G3M1R7,30-09-2021 00:00,Haryana,Gurugram,Clothing and Accessories,"Kurtas, Ethnic Sets and Bottoms",4.4,1,934,887,5%,Tier_2,6,0,Dhavan,No,No
67,67,OD223011842632064000,G3M1R7,10-03-2021 00:00,Haryana,Gurugram,Health Care,Home Medical Supplies,4.1,1,194,194,5%,Tier_2,0,0,Nea,No,No
68,68,OD506922367565344000,G3M1R4,28-08-2016 00:00,Karnataka,Bengaluru,"Bags, Wallets & Belts",Bags & Backpacks,3.9,1,1794,1794,18%,Tier_1,0,0,American,No,No
69,69,OD115194569521464000,G3M1R9,04-12-2019 00:00,Delhi,New Delhi,Home Lighting,Utility Lighting,4.1,1,317,341,5%,Tier_1,0,8,Meenamart,Yes,No
70,70,OD117109433558543000,G3M1R9,20-11-2019 00:00,Delhi,New Delhi,Health & Personal Care Appliances,Personal Care Appliances,3.7,1,219,284,5%,Tier_1,0,30,Professional,No,No
71,71,OD117418883175508000,G3M1R9,26-12-2019 00:00,Uttarakhand,Haridwar,Books,Books,3.9,1,294,294,0%,Tier 3,0,0,IIT-JAM,No,No
72,72,OD220620105233410000,G3M1R9,30-12-2020 00:00,Uttarakhand,Haridwar,Footwear,Men's Footwear,4.1,1,999,999,5%,Tier 3,0,0,Bata,No,No
73,73,OD220846985145562000,G3M1R9,26-01-2021 00:00,Delhi,New Delhi,Health Care,Health Supplements,4.2,1,1499,1499,18%,Tier_1,0,0,Optimum,Yes,No
74,74,OD221424005251116000,G3M1R9,04-02-2021 00:00,Uttarakhand,Haridwar,Books,Books,4.5,1,285,285,0%,Tier 3,0,0,Fast,Yes,No
75,75,OD221424005251116000,G3M1R9,04-03-2021 00:00,Uttarakhand,Haridwar,Books,Books,4.5,1,342,342,0%,Tier 3,0,0,Cbse,No,No
76,76,OD221606447830273000,G3M1R9,24-04-2021 00:00,Uttarakhand,Haridwar,Health & Personal Care Appliances,Health Care,3.4,1,1699,1674,12%,Tier 3,2,0,Flipkart,No,2nd Wave
77,77,OD222160586833839000,G3M1R9,27-06-2021 00:00,Uttarakhand,Haridwar,Clothing and Accessories,Bottomwear,4.1,1,419,419,5%,Tier 3,0,0,METRONAUT,Yes,No
78,78,OD222219401428020000,G3M1R9,07-04-2021 00:00,Uttarakhand,Haridwar,Home Lighting,Decor lighting & Accessories,4.4,1,299,299,12%,Tier 3,0,0,MANSAA,No,2nd Wave
79,79, OD222992979905181000,G3M1R9,01-10-2021 00:00,Uttarakhand,Haridwar,Audio & Video,Headphones,3.3,1,699,699,18%,Tier 3,0,0,Mivi,No,No
80,80,OD223004237655773000,G3M1R9,10-03-2021 00:00,Uttarakhand,Haridwar,Computers,Laptops,4,1,30000,30000,18%,Tier 3,0,0,ASUS,No,No
81,81,OD223004720535120000,G3M1R9,10-02-2021 00:00,Uttarakhand,Haridwar,Books,Books,4.4,1,350,390,0%,Tier 3,0,12,Pathfinder,Yes,No
82,82,OD119678584944915000,G3M1R10,09-12-2020 00:00,Haryana,Jind,Health & Personal Care Appliances,Personal Care Appliances,4.3,1,999,899,18%,Tier 3,11,0,MI,No,No
83,83,OD121010051099640000,G3M1R10,14-02-2021 00:00,Haryana,Jind,Footwear,Men's Footwear,4.3,1,1487,1412,18%,Tier 3,6,0,fila,Yes,No
84,84,OD12151877010402400,G3M1R10,14-04-2021 00:00,Haryana,Jind,Footwear,Men's Footwear,4.2,1,1279,1178,18%,Tier 3,8,0,Puma,Yes,2nd Wave
85,85,FAA40880590163969925,G3M2R1,04-10-2020 00:00,Karnataka,Tumkur,Clothing and Accessories,Topwear,4.3,1,499,499,5%,Tier 3,0,0,Jockey,No,1st Wave
86,86,FAA40880378132425161,G3M2R1,09-12-2020 00:00,Karnataka,Tumkur,Mobiles & Accessories,Mobile Accessories,4.4,1,197,197,0%,Tier 3,0,0,PRUSHTI,No,No
87,87,FAA40839794787365105,G3M2R1,09-12-2020 00:00,Karnataka,Tumkur,Mobiles & Accessories,Mobile Accessories,4.1,1,197,197,0%,Tier 3,0,0,JPBROTHERS,No,No
88,88,FAA40881276752140309,G3M2R1,09-12-2020 00:00,Karnataka,Tumkur,Mobiles & Accessories,Mobile Accessories,4.2,1,145,145,18%,Tier 3,0,0,CEDO,No,No
89,89,FAA40899931678977903,G3M2R1,01-05-2021 00:00,Karnataka,Tumkur,Pens & Stationery,Pens & Stationery,4.5,1,430,420,12%,Tier 3,3,0,Classmate,No,2nd Wave
90,90,FAA40838007010987561,G3M2R1,01-05-2021 00:00,Karnataka,Tumkur,Books,Books,4.3,1,290,290,0%,Tier 3,0,0,NCERT,No,2nd Wave
91,91,FAA40814353887341918,G3M2R1,01-05-2021 00:00,Karnataka,Tumkur,Books,Books,4.5,1,459,459,0%,Tier 3,0,0,Problems,No,2nd Wave
92,92,FAF09146411768633,G3M2R1,02-09-2021 00:00,Karnataka,Tumkur,Books,Books,4.6,1,119.77,119.77,5%,Tier 3,0,0,Books,No,No
93,93,FAA40865094269220300,G3M2R1,03-04-2021 00:00,Karnataka,Tumkur,Home Furnishing,Bed Linen & Blankets,3.9,1,339,339,5%,Tier 3,0,0,Microfibre,Yes,2nd Wave
94,94,FAA40874302442056357,G3M2R1,03-06-2021 00:00,Karnataka,Tumkur,Mobiles & Accessories,Tablet Accessories,4.7,1,6799,6799,18%,Tier 3,0,0,Kindle,No,2nd Wave
95,95,FAA40847231253708366,G3M2R1,04-04-2021 00:00,Karnataka,Tumkur,Home Furnishing,Bath Linen,4,1,719,719,5%,Tier 3,0,0,Solimo,No,2nd Wave
96,96,FAA40894443711920369,G3M2R1,05-06-2021 00:00,Karnataka,Tumkur,Food Products,Spice Powder and Masala,3.5,2,124,124,5%,Tier 3,0,0,Everest,No,No
97,97, FAA40845108835649169,G3M2R1,05-06-2021 00:00,Karnataka,Tumkur,Food Products,Edible Oil,4.5,1,867,884,5%,Tier 3,0,2,Fortune,No,No
98,98, FAA40845108835649169,G3M2R1,05-06-2021 00:00,Karnataka,Tumkur,Food Products,Flour and Sooji,4.4,1,39,39,5%,Tier 3,0,0,Aashirvaad,No,No
99,99, FAA40845108835649169,G3M2R1,05-06-2021 00:00,Karnataka,Tumkur,Food Products,Spice Powder and Masala,3.5,2,250,250,5%,Tier 3,0,0,Everest,No,No
100,100, FAA40845108835649169,G3M2R1,05-06-2021 00:00,Karnataka,Tumkur,Food Products,Spice Powder and Masala,4,1,110,110,5%,Tier 3,0,0,Vedaka,No,No
101,101, FAA40845108835649169,G3M2R1,05-06-2021 00:00,Karnataka,Tumkur,Food Products,Home Improvement,3.9,1,50,50,5%,Tier 3,0,0,Vedaka,No,No
102,102, FAA40845108835649169,G3M2R1,05-06-2021 00:00,Karnataka,Tumkur,Food Products,Flour and Sooji,4.5,1,221,221,5%,Tier 3,0,0,Aashirvaad,No,No
103,103, FAA40845108835649169,G3M2R1,05-06-2021 00:00,Karnataka,Tumkur,Food Products,Salt,4.6,1,31,31,0%,Tier 3,0,0,Tata,No,No
104,104, FAA40845108835649169,G3M2R1,05-06-2021 00:00,Karnataka,Tumkur,Food Products,Pulses,4.4,3,403,381,5%,Tier 3,6,0,Vedaka,No,No
105,105, FAA40845108835649169,G3M2R1,05-06-2021 00:00,Karnataka,Tumkur,Food Products,Pulses,4.3,1,135,135,5%,Tier 3,0,0,Vedaka,No,No
106,106,FAA40514751815407517,G3M2R1,05-08-2021 00:00,Karnataka,Tumkur,Beauty and Grooming,Bath & Shower,4.3,1,139,139,18%,Tier 3,0,0,Santoor,No,No
107,107,FAA40510573451839559,G3M2R1,05-08-2021 00:00,Karnataka,Tumkur,Food Products,Flour and Sooji,4.5,2,520,520,5%,Tier 3,0,0,Aashirvaad,No,No
108,108,FAA40510573451839559,G3M2R1,05-08-2021 00:00,Karnataka,Tumkur,Food Products,Books,4.4,1,43,43,5%,Tier 3,0,0,Vedaka,No,No
109,109,FAA40510573451839559,G3M2R1,05-08-2021 00:00,Karnataka,Tumkur,Food Products,Pulses,4.2,1,145,145,5%,Tier 3,0,0,Vedaka,No,No
110,110,FAA40510573451839559,G3M2R1,05-08-2021 00:00,Karnataka,Tumkur,Food Products,Spice Powder and Masala,4.3,1,115,130,5%,Tier 3,0,14,Everest,No,No
111,111,FAA40510573451839559,G3M2R1,05-08-2021 00:00,Karnataka,Tumkur,Food Products,Pulses,4.6,1,100,100,5%,Tier 3,0,0,Vedaka,No,No
112,112,FAA40505679213889137,G3M2R1,05-08-2021 00:00,Karnataka,Tumkur,Food Products,Spice Powder and Masala,5,1,279.98,279.98,5%,Tier 3,0,0,Tasteful,No,No
113,113,FAA40812671684813931,G3M2R1,06-01-2021 00:00,Karnataka,Tumkur,"Kitchen, Cookware & Serveware",Cookware,4.1,1,1660,1660,12%,Tier 3,0,0,Prestige,No,No
114,114, FAA40578412787652366,G3M2R1,08-09-2021 00:00,Karnataka,Tumkur,"Kitchen, Cookware & Serveware",Cookware,4.1,1,249,249,12%,Tier 3,0,0,Pioneer,Yes,No
115,115,FAF12806124059841,G3M2R1,09-06-2021 00:00,Karnataka,Tumkur,Books,Books,4.5,1,220.4,220.4,5%,Tier 3,0,0,Books,No,No
116,116,FAA40822696933794720,G3M2R1,10-05-2021 00:00,Karnataka,Tumkur,Automotive Accessories,Books,4,1,369,369,12%,Tier 3,0,0,High,No,2nd Wave
117,117,FAA40854210942756342,G3M2R1,10-05-2021 00:00,Karnataka,Tumkur,Home Cleaning & Bathroom Accessories,Cleaning Supplies,4,1,1109,1109,18%,Tier 3,0,0,Milton,No,2nd Wave
118,118,FAA40887242381530711,G3M2R1,10-05-2021 00:00,Karnataka,Tumkur,Automotive Accessories,Food Products,4.4,1,7301,7299,18%,Tier 3,1,0,Vacuum,No,2nd Wave
119,119,FAA40878838201563541,G3M2R1,11-05-2021 00:00,Karnataka,Tumkur,Home Improvement,Lawn and Gardening,4.3,1,335,335,5%,Tier 3,0,0,Organic,No,2nd Wave
120,120,FAA40853264509612363,G3M2R1,14-04-2021 00:00,Karnataka,Tumkur,Computers,Laptop Accessories,3.8,1,445,445,18%,Tier 3,0,0,GM,Yes,2nd Wave
121,121, FAA40852919972601142,G3M2R1,16-06-2021 00:00,Karnataka,Tumkur,Pet Supplies,Dogs,4.3,1,275,275,18%,Tier 3,0,0,Dog,Yes,No
122,122,FAA40896457268285138,G3M2R1,16-06-2021 00:00,Karnataka,Tumkur,Pet Supplies,Dogs,4.5,1,740,740,18%,Tier 3,0,0,Dog,Yes,No
123,123,FAA40890004255817903,G3M2R1,17-05-2021 00:00,Karnataka,Tumkur,Beauty and Grooming,Body & Face Skin Care,4.4,1,279,279,18%,Tier 3,0,0,Pond's,No,2nd Wave
124,124, FAA40229820078413943,G3M2R1,17-07-2021 00:00,Karnataka,Tumkur,"Bags, Wallets & Belts",Wallets & Clutches,4.4,1,506,517,12%,Tier 3,0,3,Urban,No,No
125,125,FAA40521809310829961,G3M2R1,17-09-2021 00:00,Karnataka,Tumkur,Automotive Accessories,Home Improvement,4.4,1,649,649,5%,Tier 3,0,0,Hose,No,No
126,126, FAA40503002642644340,G3M2R1,17-09-2021 00:00,Karnataka,Tumkur,Home Cleaning & Bathroom Accessories,HouseHold Supplies,4.5,1,1080,1080,12%,Tier 3,0,0,Ariel,No,No
127,127,FAA40827517289765961,G3M2R1,18-12-2020 00:00,Karnataka,Tumkur,Computers,Computer Components,4.5,1,8499,8499,18%,Tier 3,0,0,LG,No,No
128,128,FAA40510881077968320,G3M2R1,20-09-2021 00:00,Karnataka,Tumkur,Mobiles & Accessories,Mobiles,4.4,1,399,399,0%,Tier 3,0,0,ZQRA,No,No
129,129,FAA40500660600866701,G3M2R1,20-09-2021 00:00,Karnataka,Tumkur,Clothing and Accessories,Automotive Accessories,4.4,1,281,281,0%,Tier 3,0,0,Worship,No,No
130,130,FAA40548558881170760,G3M2R1,20-09-2021 00:00,Karnataka,Tumkur,Festive Decor & Gifting,Spiritual Items,4,1,899,899,12%,Tier 3,0,0,Aarti,No,No
131,131,FAA40543577443522703,G3M2R1,20-09-2021 00:00,Karnataka,Tumkur,Home Decor,"Diyas, Candles & Holders",4.2,1,1149,1149,12%,Tier 3,0,0,Brass,No,No
132,132,FAA40566732810128347,G3M2R1,20-09-2021 00:00,Karnataka,Tumkur,Festive Decor & Gifting,Spiritual Items,4.3,1,400,400,12%,Tier 3,0,0,Divine,No,No
133,133,FAA40895268991718722,G3M2R1,22-05-2021 00:00,Karnataka,Tumkur,Pens & Stationery,Pens & Stationery,4.3,1,500,500,5%,Tier 3,0,0,Unomax,No,2nd Wave
134,134,FAA40885006723248352,G3M2R1,22-05-2021 00:00,Karnataka,Tumkur,"Kitchen, Cookware & Serveware",Cookware,4.1,1,699,699,18%,Tier 3,0,0,Stainless,No,2nd Wave
135,135,FAA40801217170347523,G3M2R1,22-05-2021 00:00,Karnataka,Tumkur,"Kitchen, Cookware & Serveware",Tableware & Dinnerware,4,1,685,685,12%,Tier 3,0,0,Stainless,No,2nd Wave
136,136,FAA40800173100617979,G3M2R1,22-05-2021 00:00,Karnataka,Tumkur,"Kitchen, Cookware & Serveware",Cookware,3.7,1,555,555,12%,Tier 3,0,0,Stainless,No,2nd Wave
137,137,FAA40894118837428327,G3M2R1,24-05-2021 00:00,Karnataka,Tumkur,Food Products,"Dry Fruit, Nut & Seed",4.2,3,789,789,5%,Tier 3,0,0,Happilo,No,2nd Wave
138,138,FAA40893559712442748,G3M2R1,25-05-2021 00:00,Karnataka,Tumkur,Books,Books,4.5,1,790,790,0%,Tier 3,0,0,J,No,2nd Wave
139,139,FAA40550038775512348,G3M2R1,27-07-2021 00:00,Karnataka,Tumkur,Home Decor,Wall Decor Items,4.2,1,479,479,12%,Tier 3,0,0,WoFAden,Yes,No
140,140,FAA40553830110887564,G3M2R1,27-07-2021 00:00,Karnataka,Tumkur,Home & Kitchen,Home Appliances,4.3,1,6752,6752,12%,Tier 3,0,0,Water,Yes,No
141,141,FAA40886890245166738,G3M2R1,28-04-2021 00:00,Karnataka,Tumkur,Home & Kitchen,Home Appliances,4.5,1,1775,1775,12%,Tier 3,0,0,TV,No,2nd Wave
142,142,FAA40852832965865152,G3M2R1,28-04-2021 00:00,Karnataka,Tumkur,Home Entertainment,Televisions,4.3,1,17490,17490,12%,Tier 3,0,0,Samsung,No,2nd Wave
143,143,FAA40539120436986741,G3M2R1,29-06-2021 00:00,Karnataka,Tumkur,Food Products,Edible Oil,4.5,2,1785,1768,0%,Tier 3,1,0,Fortune,No,No
144,144,FAA40539120436986741,G3M2R1,29-06-2021 00:00,Karnataka,Tumkur,Food Products,Flour and Sooji,4.5,2,442,442,5%,Tier 3,0,0,Aashirvaad,No,No
145,145,FAA40539120436986741,G3M2R1,29-06-2021 00:00,Karnataka,Tumkur,Food Products,Pulses,3.7,1,189,189,5%,Tier 3,0,0,Organic,No,No
146,146, FAA40872775521007532,G3M2R1,29-11-2020 00:00,Karnataka,Tumkur,Books,Books,4.1,1,415,415,0%,Tier 3,0,0,MAT,No,No
147,147,FAA40801572006853131,G3M2R1,15-08-2021 00:00,Karnataka,Tumkur,Books,Books,4.7,1,734,734,0%,Tier 3,0,0,Design,No,No
